Departamento,Distrito,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES
HUANUCO,PACHAS,0.0,0.0,0.0,0.0,4.0,4.0,8.0,18.0,2399.0
HUANUCO,PAMPAMARCA,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,934.0
HUANUCO,PANAO,1.0,4.0,1.0,0.0,1.0,15.0,22.0,0.0,4181.0
HUANUCO,PILLCO MARCA,0.0,16.0,0.0,3.0,15.0,26.0,60.0,15.0,4441.0
HUANUCO,PINRA,1.0,6.0,2.0,0.0,40.0,15.0,64.0,0.0,4273.0
HUANUCO,PUERTO INCA,1.0,0.0,3.0,0.0,32.0,18.0,54.0,0.0,3431.0
HUANUCO,PUNCHAO,7.0,7.0,0.0,0.0,45.0,12.0,71.0,0.0,1438.0
HUANUCO,PU�OS,0.0,3.0,0.0,0.0,10.0,12.0,25.0,0.0,3782.0
HUANUCO,QUISQUI,0.0,14.0,0.0,0.0,0.0,4.0,18.0,8.0,2046.0
HUANUCO,RIPAN,0.0,0.0,0.0,0.0,22.0,27.0,49.0,0.0,1912.0
HUANUCO,RONDOS,0.0,5.0,0.0,0.0,7.0,8.0,20.0,1.0,3341.0
HUANUCO,RUPA-RUPA,7.0,22.0,4.0,2.0,47.0,36.0,118.0,23.0,4334.0
HUANUCO,SAN BUENAVENTURA,0.0,3.0,0.0,0.0,1.0,2.0,6.0,0.0,1720.0
HUANUCO,SAN FRANCISCO,0.0,4.0,0.0,0.0,0.0,6.0,10.0,0.0,1183.0
HUANUCO,SAN FRANCISCO DE ASIS,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,609.0
HUANUCO,SAN FRANCISCO DE CAYRAN,1.0,35.0,0.0,1.0,66.0,37.0,140.0,79.0,1732.0
HUANUCO,SAN PEDRO DE CHAULAN,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,1257.0
HUANUCO,SAN RAFAEL,1.0,6.0,1.0,0.0,38.0,19.0,65.0,13.0,4016.0
HUANUCO,SANTA MARIA DEL VALLE,0.0,9.0,3.0,0.0,12.0,29.0,53.0,0.0,12875.0
HUANUCO,SILLAPATA,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,810.0
HUANUCO,SINGA,7.0,32.0,0.0,0.0,132.0,14.0,185.0,25.0,3531.0
HUANUCO,TANTAMAYO,0.0,11.0,0.0,0.0,61.0,15.0,87.0,4.0,1889.0
HUANUCO,TOURNAVISTA,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,2288.0
HUANUCO,UMARI,0.0,2.0,0.0,0.0,10.0,14.0,26.0,0.0,6222.0
HUANUCO,YACUS,0.0,4.0,0.0,0.0,0.0,17.0,21.0,0.0,3506.0
HUANUCO,YARUMAYO,0.0,4.0,0.0,0.0,3.0,16.0,23.0,0.0,2155.0
HUANUCO,YUYAPICHIS,0.0,0.0,0.0,0.0,4.0,30.0,34.0,0.0,2838.0
ICA,ALTO LARAN,0.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,780.0
ICA,CHANGUILLO,0.0,14.0,2.0,2.0,36.0,8.0,62.0,0.0,897.0
ICA,CHINCHA ALTA,0.0,82.0,5.0,0.0,688.0,66.0,841.0,0.0,3874.0
ICA,CHINCHA BAJA,0.0,4.0,0.0,0.0,40.0,5.0,49.0,0.0,737.0
ICA,EL CARMEN,2.0,0.0,1.0,0.0,27.0,16.0,46.0,0.0,736.0
ICA,EL INGENIO,0.0,0.0,1.0,0.0,15.0,11.0,27.0,0.0,450.0
ICA,GROCIO PRADO,0.0,0.0,4.0,0.0,5.0,8.0,17.0,0.0,1712.0
ICA,HUMAY,39.0,5.0,1.0,0.0,47.0,170.0,262.0,0.0,1387.0
ICA,ICA,1.0,33.0,26.0,1.0,56.0,179.0,296.0,24.0,9151.0
ICA,INDEPENDENCIA,37.0,31.0,8.0,7.0,29.0,172.0,284.0,4.0,1577.0
ICA,LA TINGUI�A,0.0,26.0,1.0,0.0,15.0,294.0,336.0,0.0,3405.0
ICA,LLIPATA,0.0,0.0,0.0,0.0,2.0,6.0,8.0,3.0,263.0
ICA,LOS AQUIJES,0.0,3.0,0.0,0.0,3.0,51.0,57.0,0.0,2118.0
ICA,MARCONA,0.0,2.0,5.0,2.0,33.0,9.0,51.0,0.0,1808.0
ICA,NAZCA,0.0,12.0,84.0,1.0,197.0,357.0,651.0,0.0,2839.0
ICA,OCUCAJE,0.0,2.0,0.0,0.0,13.0,23.0,38.0,20.0,912.0
ICA,PACHACUTEC,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,679.0
ICA,PALPA,4.0,6.0,2.0,5.0,36.0,27.0,80.0,15.0,2412.0
ICA,PARACAS,16.0,0.0,0.0,0.0,50.0,74.0,140.0,0.0,876.0
ICA,PARCONA,0.0,10.0,7.0,3.0,1.0,26.0,47.0,15.0,6699.0
ICA,PISCO,28.0,15.0,22.0,38.0,72.0,324.0,499.0,1.0,2931.0
ICA,PUEBLO NUEVO,0.0,9.0,3.0,0.0,54.0,56.0,122.0,0.0,8089.0
ICA,RIO GRANDE,0.0,10.0,0.0,0.0,2.0,5.0,17.0,0.0,823.0
ICA,SALAS,0.0,18.0,5.0,0.0,59.0,83.0,165.0,3.0,2988.0
ICA,SAN ANDRES,2.0,15.0,4.0,0.0,26.0,278.0,325.0,2.0,1535.0
ICA,SAN CLEMENTE,73.0,7.0,3.0,0.0,103.0,75.0,261.0,1.0,1324.0
ICA,SAN JOSE DE LOS MOLINOS,0.0,4.0,0.0,2.0,33.0,21.0,60.0,0.0,800.0
ICA,SAN JUAN BAUTISTA,1.0,23.0,3.0,5.0,10.0,67.0,109.0,0.0,1959.0
ICA,SAN PEDRO DE HUACARPANA,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,384.0
ICA,SANTIAGO,0.0,4.0,0.0,0.0,9.0,28.0,41.0,0.0,3078.0
ICA,SUBTANJALLA,0.0,4.0,8.0,0.0,0.0,21.0,33.0,3.0,3675.0
ICA,SUNAMPE,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,1793.0
ICA,TAMBO DE MORA,0.0,0.0,0.0,0.0,18.0,2.0,20.0,0.0,764.0
ICA,TATE,0.0,6.0,0.0,0.0,68.0,65.0,139.0,0.0,1152.0
ICA,TIBILLO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
ICA,TUPAC AMARU INCA,10.0,8.0,12.0,0.0,13.0,31.0,74.0,2.0,1769.0
ICA,VISTA ALEGRE,0.0,24.0,2.0,2.0,265.0,281.0,574.0,5.0,2148.0
ICA,YAUCA DEL ROSARIO,0.0,5.0,2.0,0.0,2.0,1.0,10.0,0.0,274.0
JUNIN,ACO,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,697.0
JUNIN,ACOBAMBA,0.0,7.0,0.0,0.0,8.0,17.0,32.0,0.0,2143.0
JUNIN,ACOLLA,3.0,8.0,2.0,0.0,35.0,20.0,68.0,0.0,2322.0
JUNIN,ANDAMARCA,0.0,0.0,0.0,0.0,2.0,9.0,11.0,91.0,2398.0
JUNIN,APATA,0.0,5.0,2.0,0.0,1.0,4.0,12.0,0.0,656.0
JUNIN,CANCHAYLLO,1.0,3.0,0.0,0.0,5.0,3.0,12.0,0.0,388.0
JUNIN,CARHUAMAYO,0.0,14.0,0.0,0.0,1.0,4.0,19.0,64.0,1660.0
JUNIN,CHACAPALPA,0.0,18.0,0.0,1.0,22.0,6.0,47.0,0.0,284.0
JUNIN,CHAMBARA,0.0,2.0,0.0,0.0,8.0,11.0,21.0,1.0,838.0
JUNIN,CHANCHAMAYO,5.0,22.0,6.0,1.0,342.0,120.0,496.0,0.0,4032.0
JUNIN,CHICCHE,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,742.0
JUNIN,CHILCA,1.0,138.0,15.0,0.0,134.0,195.0,483.0,122.0,11041.0
JUNIN,CHONGOS ALTO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,831.0
JUNIN,CHONGOS BAJO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,683.0
JUNIN,CHUPACA,0.0,14.0,1.0,0.0,58.0,108.0,181.0,9.0,1056.0
JUNIN,CHUPURO,0.0,3.0,0.0,0.0,0.0,6.0,9.0,0.0,458.0
JUNIN,COCHAS,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1123.0
JUNIN,COLCA,0.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,548.0
JUNIN,COMAS,0.0,2.0,0.0,0.0,0.0,28.0,30.0,6.0,1776.0
JUNIN,CONCEPCION,0.0,36.0,4.0,0.0,32.0,278.0,350.0,53.0,4915.0
JUNIN,COVIRIALI,0.0,1.0,1.0,0.0,15.0,28.0,45.0,9.0,1665.0
JUNIN,CULLHUAS,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,996.0
JUNIN,EL MANTARO,0.0,1.0,0.0,0.0,1.0,5.0,7.0,0.0,406.0
JUNIN,EL TAMBO,0.0,120.0,10.0,2.0,132.0,291.0,555.0,1.0,15387.0
JUNIN,HUACHAC,0.0,1.0,0.0,0.0,12.0,15.0,28.0,1.0,401.0
JUNIN,HUACRAPUQUIO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,504.0
JUNIN,HUALHUAS,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,408.0
JUNIN,HUAMALI,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,390.0
JUNIN,HUANCAN,1.0,5.0,0.0,0.0,110.0,44.0,160.0,0.0,3018.0
JUNIN,HUANCAYO,9.0,353.0,54.0,2.0,965.0,1792.0,3175.0,167.0,17921.0
JUNIN,HUARICOLCA,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,639.0
JUNIN,HUASAHUASI,0.0,25.0,0.0,0.0,14.0,6.0,45.0,3.0,2688.0
JUNIN,HUASICANCHA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,951.0
JUNIN,HUAY-HUAY,0.0,15.0,0.0,0.0,1.0,0.0,16.0,0.0,744.0
JUNIN,HUAYUCACHI,0.0,17.0,0.0,0.0,0.0,8.0,25.0,0.0,2141.0
JUNIN,INGENIO,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,598.0
JUNIN,JANJAILLO,0.0,1.0,0.0,0.0,0.0,12.0,13.0,0.0,311.0
JUNIN,JAUJA,1.0,13.0,3.0,1.0,98.0,127.0,243.0,0.0,3087.0
JUNIN,JULCAN,0.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,328.0
JUNIN,JUNIN,0.0,29.0,4.0,1.0,0.0,5.0,39.0,0.0,2412.0
JUNIN,LA OROYA,2.0,1.0,6.0,0.0,39.0,55.0,103.0,0.0,1755.0
JUNIN,LEONOR ORDO�EZ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,499.0
JUNIN,LLAYLLA,1.0,0.0,0.0,0.0,13.0,19.0,33.0,0.0,2067.0
JUNIN,LLOCLLAPAMPA,2.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,332.0
JUNIN,MANZANARES,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,356.0
JUNIN,MARCAPOMACOCHA,0.0,5.0,0.0,0.0,0.0,4.0,9.0,0.0,354.0
JUNIN,MARCO,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,257.0
JUNIN,MASMA,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,914.0
JUNIN,MASMA CHICCHE,0.0,0.0,2.0,0.0,6.0,22.0,30.0,0.0,320.0
JUNIN,MATAHUASI,2.0,4.0,0.0,0.0,10.0,39.0,55.0,35.0,1337.0
JUNIN,MAZAMARI,17.0,3.0,3.0,0.0,132.0,231.0,386.0,9.0,6399.0
JUNIN,MITO,0.0,4.0,0.0,0.0,1.0,3.0,8.0,0.0,446.0
JUNIN,MOLINOS,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,757.0
JUNIN,MONOBAMBA,0.0,2.0,1.0,0.0,36.0,8.0,47.0,0.0,549.0
JUNIN,MOROCOCHA,0.0,3.0,0.0,0.0,7.0,12.0,22.0,0.0,734.0
JUNIN,MUQUI,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,240.0
JUNIN,MUQUIYAUYO,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,566.0
JUNIN,ONDORES,0.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,575.0
JUNIN,ORCOTUNA,1.0,5.0,0.0,0.0,16.0,23.0,45.0,1.0,1584.0
JUNIN,PACCHA,0.0,8.0,3.0,0.0,4.0,6.0,21.0,0.0,1585.0
JUNIN,PALCA,0.0,0.0,0.0,0.0,4.0,21.0,25.0,0.0,2368.0
JUNIN,PALCAMAYO,5.0,8.0,0.0,0.0,104.0,124.0,241.0,0.0,778.0
JUNIN,PAMPA HERMOSA,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1580.0
JUNIN,PANCAN,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,332.0
JUNIN,PANGOA,33.0,34.0,5.0,0.0,127.0,323.0,522.0,3.0,12727.0
JUNIN,PARCO,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,355.0
JUNIN,PARIAHUANCA,0.0,2.0,1.0,1.0,11.0,54.0,69.0,64.0,3341.0
JUNIN,PERENE,9.0,37.0,5.0,4.0,175.0,192.0,422.0,0.0,14319.0
JUNIN,PICHANAKI,2.0,22.0,117.0,0.0,87.0,29.0,257.0,0.0,6937.0
JUNIN,PILCOMAYO,0.0,14.0,1.0,0.0,0.0,177.0,192.0,1.0,2972.0
JUNIN,POMACANCHA,2.0,5.0,0.0,0.0,18.0,1.0,26.0,0.0,435.0
JUNIN,PUCARA,0.0,5.0,0.0,0.0,0.0,6.0,11.0,0.0,1749.0
JUNIN,QUICHUAY,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,418.0
JUNIN,QUILCAS,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,655.0
JUNIN,RICRAN,0.0,4.0,3.0,0.0,1.0,1.0,9.0,0.0,393.0
JUNIN,RIO NEGRO,1.0,3.0,4.0,0.0,16.0,55.0,79.0,10.0,3518.0
JUNIN,RIO TAMBO,1.0,37.0,2.0,1.0,51.0,134.0,226.0,20.0,10665.0
JUNIN,SAN AGUSTIN,0.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,2590.0
JUNIN,SAN JERONIMO DE TUNAN,0.0,5.0,1.0,0.0,6.0,29.0,41.0,1.0,2342.0
JUNIN,SAN JOSE DE QUERO,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,1521.0
JUNIN,SAN JUAN DE ISCOS,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,703.0
JUNIN,SAN JUAN DE JARPA,0.0,2.0,1.0,0.0,52.0,113.0,168.0,30.0,800.0
JUNIN,SAN LORENZO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,452.0
JUNIN,SAN LUIS DE SHUARO,0.0,6.0,0.0,0.0,35.0,76.0,117.0,2.0,1882.0
JUNIN,SAN PEDRO DE CAJAS,1.0,5.0,0.0,0.0,1.0,89.0,96.0,0.0,1248.0
JUNIN,SAN PEDRO DE CHUNAN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,278.0
JUNIN,SAN RAMON,14.0,29.0,11.0,0.0,177.0,166.0,397.0,1.0,3105.0
JUNIN,SANTA ROSA DE OCOPA,0.0,1.0,0.0,0.0,5.0,2.0,8.0,0.0,850.0
JUNIN,SANTA ROSA DE SACCO,0.0,8.0,0.0,0.0,5.0,26.0,39.0,0.0,1594.0
JUNIN,SANTO DOMINGO DE ACOBAMBA,0.0,2.0,0.0,0.0,0.0,74.0,76.0,83.0,5292.0
JUNIN,SAPALLANGA,2.0,1.0,2.0,4.0,39.0,208.0,256.0,3.0,6385.0
JUNIN,SATIPO,12.0,101.0,36.0,0.0,514.0,431.0,1094.0,31.0,4285.0
JUNIN,SAUSA,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,485.0
JUNIN,SA�O,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1256.0
JUNIN,SICAYA,0.0,1.0,0.0,0.0,0.0,69.0,70.0,0.0,1564.0
JUNIN,SINCOS,0.0,8.0,2.0,0.0,21.0,15.0,46.0,0.0,1809.0
JUNIN,SUITUCANCHA,2.0,12.0,0.0,0.0,13.0,31.0,58.0,0.0,382.0
JUNIN,TAPO,0.0,2.0,0.0,0.0,4.0,146.0,152.0,0.0,1893.0
JUNIN,TARMA,18.0,76.0,12.0,0.0,91.0,156.0,353.0,0.0,3129.0
JUNIN,TRES DE DICIEMBRE,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,592.0
JUNIN,TUNAN MARCA,0.0,4.0,0.0,0.0,15.0,0.0,19.0,0.0,294.0
JUNIN,ULCUMAYO,0.0,12.0,0.0,0.0,0.0,4.0,16.0,0.0,2287.0
JUNIN,VIQUES,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,398.0
JUNIN,VITOC,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,558.0
JUNIN,YANACANCHA,0.0,9.0,0.0,0.0,14.0,16.0,39.0,1.0,589.0
JUNIN,YAULI,0.0,9.0,0.0,0.0,5.0,3.0,17.0,0.0,731.0
JUNIN,YAUYOS,0.0,3.0,0.0,0.0,3.0,0.0,6.0,0.0,1311.0
LA LIBERTAD,ASCOPE,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,140.0
LA LIBERTAD,CARABAMBA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,117.0
LA LIBERTAD,CASA GRANDE,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,362.0
LA LIBERTAD,CHAO,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,263.0
LA LIBERTAD,CHEPEN,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,419.0
LA LIBERTAD,CHICAMA,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,469.0
LA LIBERTAD,CHOCOPE,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,180.0
LA LIBERTAD,HUASO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,662.0
LA LIBERTAD,LUCMA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0
LA LIBERTAD,PATAZ,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,60.0
LA LIBERTAD,POROTO,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,1383.0
LA LIBERTAD,PUEBLO NUEVO,0.0,1.0,0.0,0.0,6.0,2.0,9.0,0.0,592.0
LA LIBERTAD,RAZURI,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,41.0
LA LIBERTAD,SINSICAP,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,282.0
LA LIBERTAD,UCUNCHA,0.0,1.0,0.0,0.0,0.0,10.0,11.0,0.0,310.0
LAMBAYEQUE,CA�ARIS,4.0,62.0,0.0,2.0,98.0,482.0,648.0,0.0,12157.0
LAMBAYEQUE,CHICLAYO,178.0,113.0,21.0,9.0,1061.0,1010.0,2392.0,0.0,35865.0
LAMBAYEQUE,ETEN,1.0,2.0,0.0,0.0,33.0,12.0,48.0,1.0,2562.0
LAMBAYEQUE,FERRE�AFE,16.0,89.0,4.0,0.0,168.0,98.0,375.0,0.0,11241.0
LAMBAYEQUE,ILLIMO,0.0,1.0,0.0,1.0,8.0,3.0,13.0,0.0,922.0
LAMBAYEQUE,INCAHUASI,0.0,28.0,0.0,0.0,93.0,46.0,167.0,0.0,10857.0
LAMBAYEQUE,JAYANCA,3.0,2.0,0.0,0.0,45.0,6.0,56.0,0.0,1378.0
LAMBAYEQUE,JOSE LEONARDO ORTIZ,11.0,38.0,8.0,7.0,267.0,361.0,692.0,0.0,31845.0
LAMBAYEQUE,LA VICTORIA,8.0,34.0,6.0,7.0,178.0,299.0,532.0,0.0,9733.0
LAMBAYEQUE,LAGUNAS,2.0,1.0,0.0,1.0,110.0,106.0,220.0,0.0,1461.0
LAMBAYEQUE,LAMBAYEQUE,45.0,32.0,3.0,6.0,243.0,111.0,440.0,0.0,10783.0
LAMBAYEQUE,MANUEL ANTONIO MESONES MURO,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,4043.0
LAMBAYEQUE,MOCHUMI,4.0,3.0,0.0,0.0,99.0,300.0,406.0,0.0,5751.0
LAMBAYEQUE,MONSEFU,8.0,5.0,0.0,0.0,148.0,136.0,297.0,0.0,4991.0
LAMBAYEQUE,MORROPE,8.0,0.0,0.0,0.0,12.0,18.0,38.0,0.0,4137.0
LAMBAYEQUE,MOTUPE,10.0,1.0,6.0,1.0,10.0,10.0,38.0,0.0,1307.0
LAMBAYEQUE,OLMOS,0.0,9.0,0.0,0.0,9.0,8.0,26.0,0.0,7184.0
LAMBAYEQUE,PACORA,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1102.0
LAMBAYEQUE,PIMENTEL,2.0,1.0,0.0,0.0,10.0,24.0,37.0,0.0,913.0
LAMBAYEQUE,PITIPO,11.0,33.0,6.0,6.0,135.0,33.0,224.0,0.0,12079.0
LAMBAYEQUE,POMALCA,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,297.0
LAMBAYEQUE,PUEBLO NUEVO,0.0,14.0,4.0,3.0,12.0,27.0,60.0,4.0,8290.0
LAMBAYEQUE,REQUE,0.0,6.0,1.0,1.0,0.0,42.0,50.0,0.0,988.0
LAMBAYEQUE,SALAS,33.0,42.0,11.0,4.0,125.0,222.0,437.0,0.0,8562.0
LAMBAYEQUE,SAN JOSE,0.0,1.0,2.0,2.0,11.0,76.0,92.0,0.0,1176.0
LAMBAYEQUE,SA�A,0.0,0.0,0.0,7.0,2.0,2.0,11.0,0.0,126.0
LAMBAYEQUE,TUCUME,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1491.0
LIMA,AMBAR,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,178.0
LIMA,ATE,18.0,42.0,32.0,5.0,160.0,552.0,809.0,0.0,8000.0
LIMA,AUCALLAMA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,759.0
LIMA,BARRANCO,4.0,4.0,4.0,1.0,92.0,107.0,212.0,0.0,886.0
LIMA,BRE�A,0.0,1.0,2.0,0.0,15.0,54.0,72.0,0.0,613.0
LIMA,CAJATAMBO,2.0,30.0,0.0,0.0,6.0,83.0,121.0,0.0,257.0
LIMA,CANTA,1.0,0.0,0.0,0.0,26.0,23.0,50.0,0.0,786.0
LIMA,CHACLACAYO,2.0,7.0,1.0,0.0,43.0,11.0,64.0,0.0,1059.0
LIMA,CHORRILLOS,13.0,35.0,25.0,29.0,501.0,826.0,1429.0,0.0,7551.0
LIMA,CIENEGUILLA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,499.0
