Departamento,Distrito,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES
ANCASH,MALVAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ANCASH,OLLEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
ANCASH,PAMPAROMAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0
ANCASH,PAMPAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0
ANCASH,QUICHES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0
ANCASH,SHUPLUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
ANCASH,SUCCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
ANCASH,TAUCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0
ANCASH,YURACMARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
AREQUIPA,CHOCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
AREQUIPA,POCSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
AREQUIPA,PUNTA DE BOMBON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
AREQUIPA,YANAQUIHUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0
AYACUCHO,ACOS VINCHOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0
AYACUCHO,AUCARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0
AYACUCHO,BELEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
AYACUCHO,CANAYRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1425.0
AYACUCHO,CARMEN SALCEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
AYACUCHO,CHALCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0
AYACUCHO,CHILCAYOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0
AYACUCHO,CORCULLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
AYACUCHO,CORONEL CASTA�EDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0
AYACUCHO,HUAC-HUAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0
AYACUCHO,HUACA�A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0
AYACUCHO,LAMPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0
AYACUCHO,LARAMATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
AYACUCHO,LUIS CARRANZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0
AYACUCHO,MARCABAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
AYACUCHO,OCA�A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0
AYACUCHO,PAICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0
AYACUCHO,PARARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
AYACUCHO,PUYUSCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1571.0
AYACUCHO,SACSAMARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.0
AYACUCHO,SAISA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
AYACUCHO,SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.0
AYACUCHO,SAN FRANCISCO DE RAVACAYCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
AYACUCHO,SAN JAVIER DE ALPABAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
AYACUCHO,SAN JUAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
AYACUCHO,SAN PEDRO DE LARCAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0
AYACUCHO,SAN PEDRO DE PALCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0
AYACUCHO,SANCOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.0
AYACUCHO,SANTA ANA DE HUAYCAHUACHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
AYACUCHO,SANTA LUCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
AYACUCHO,SARA SARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
AYACUCHO,UPAHUACHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0
CAJAMARCA,LOS BA�OS DEL INCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
CAJAMARCA,NAMORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
CUSCO,ACCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CUSCO,ACOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
CUSCO,ALTO PICHIGUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0
CUSCO,CACHIMAYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
CUSCO,CCAPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
CUSCO,CHAMACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0
CUSCO,CHECCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
CUSCO,CHINCHAYPUJIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
CUSCO,CHINCHERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
CUSCO,COLCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
CUSCO,COLQUEPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
CUSCO,CUSIPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
CUSCO,HUAROCONDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
CUSCO,KOS�IPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CUSCO,KUNTURKANKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
CUSCO,LARES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
CUSCO,MACHUPICCHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0
CUSCO,MARAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0
CUSCO,PALLPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0
CUSCO,PARURO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CUSCO,PILLPINTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
CUSCO,PUCYURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
CUSCO,QUEHUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0
CUSCO,QUELLOUNO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0
CUSCO,QUIQUIJANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
CUSCO,QUI�OTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
CUSCO,SAN SALVADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
CUSCO,SANGARARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CUSCO,SAYLLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
CUSCO,SUYCKUTAMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0
CUSCO,TARAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0
CUSCO,TUPAC AMARU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0
CUSCO,YUCAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
HUANCAVELICA,AYAVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
HUANCAVELICA,CALLANMARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0
HUANCAVELICA,CORDOVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0
HUANCAVELICA,CUENCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,889.0
HUANCAVELICA,HUANCA-HUANCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0
HUANCAVELICA,HUAYACUNDO ARMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
HUANCAVELICA,HUAYLLAHUARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0
HUANCAVELICA,HUAYLLAY GRANDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0
HUANCAVELICA,LARAMARCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0
HUANCAVELICA,MARISCAL CACERES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0
HUANCAVELICA,NUEVO OCCORO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0
HUANCAVELICA,PILCHACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0
HUANCAVELICA,QUISHUAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0
HUANCAVELICA,QUITO-ARMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
HUANCAVELICA,SAN ANTONIO DE CUSICANCHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
HUANCAVELICA,SAN FRANCISCO DE SANGAYAICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,486.0
HUANCAVELICA,SAN ISIDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
HUANCAVELICA,SANTIAGO DE QUIRAHUARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
HUANCAVELICA,SANTO DOMINGO DE CAPILLAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
HUANCAVELICA,TAMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
HUANCAVELICA,�AHUIMPUQUIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0
HUANUCO,CAHUAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0
HUANUCO,CHACABAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0
HUANUCO,JIVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0
HUANUCO,QUEROPALCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
HUANUCO,QUIVILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0
HUANUCO,SAN MIGUEL DE CAURI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2484.0
HUANUCO,SAN PABLO DE PILLAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0
HUANUCO,SHUNQUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0
HUANUCO,TOMAY KICHWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,902.0
HUANUCO,YANAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0
ICA,CHAVIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0
ICA,HUANCANO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0
ICA,SAN JUAN DE YANAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
ICA,SANTA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0
JUNIN,AHUAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0
JUNIN,ATAURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
JUNIN,CARHUACALLANGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
JUNIN,CHACAPAMPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0
JUNIN,CURICACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0
JUNIN,HEROINAS TOLEDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
JUNIN,HUAMANCACA CHICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0
JUNIN,HUARIPAMPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0
JUNIN,HUERTAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0
JUNIN,LA UNION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0
JUNIN,MARISCAL CASTILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0
JUNIN,NUEVE DE JULIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0
JUNIN,PACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0
JUNIN,SANTA BARBARA DE CARHUACAYAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0
LA LIBERTAD,BULDIBUYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
LA LIBERTAD,CHUGAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0
LA LIBERTAD,GUADALUPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0
LA LIBERTAD,HUAMACHUCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0
LA LIBERTAD,JULCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0
LA LIBERTAD,MAGDALENA DE CAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
LA LIBERTAD,MARMOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
LA LIBERTAD,OTUZCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
LA LIBERTAD,PACANGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0
LA LIBERTAD,PAIJAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
LA LIBERTAD,QUIRUVILCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0
LA LIBERTAD,SANTIAGO DE CAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
LA LIBERTAD,SANTIAGO DE CHUCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0
LA LIBERTAD,VIRU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0
LAMBAYEQUE,CHOCHOPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
LAMBAYEQUE,ETEN PUERTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
LAMBAYEQUE,PICSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
LAMBAYEQUE,SANTA ROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0
LIMA,QUINCHES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
LIMA,QUINOCAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
LIMA,SAN MATEO DE OTAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
LIMA,SURQUILLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LORETO,ALTO NANAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
LORETO,ALTO TAPICHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
LORETO,BALSAPUERTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
LORETO,INDIANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
LORETO,LAGUNAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
LORETO,LAS AMAZONAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
LORETO,MORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
LORETO,PAMPA HERMOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LORETO,RAMON CASTILLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
LORETO,REQUENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
LORETO,SANTA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0
LORETO,TROMPETEROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0
LORETO,VARGAS GUERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
MADRE DE DIOS,IBERIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
MOQUEGUA,SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
PASCO,CHACAYAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
PASCO,PALCAZU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0
PASCO,PALLANCHACRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
PASCO,PAUCARTAMBO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
PASCO,SAN PEDRO DE PILLAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
PASCO,SANTA ANA DE TUSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
PASCO,TICLACAYAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
PASCO,VILCABAMBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
PIURA,AMOTAPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
PIURA,PARI�AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
PIURA,TAMARINDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
PIURA,VICHAYAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524.0
PUNO,ACHAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
PUNO,ANTAUTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0
PUNO,AYAPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0
PUNO,CAMINACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0
PUNO,CAPACHICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
PUNO,CAPAZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
PUNO,CARACOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
PUNO,COASA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0
PUNO,COJATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0
PUNO,CUYOCUYO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
PUNO,HUACULLANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
PUNO,HUATASANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
PUNO,INCHUPALLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
PUNO,LIMBANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
PUNO,OLLARAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
PUNO,PARATIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
PUNO,PISACOMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
PUNO,POTONI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0
PUNO,QUIACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0
PUNO,SAN PEDRO DE PUTINA PUNCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
PUNO,SINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
PUNO,TARACO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
PUNO,TILALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
PUNO,TINICACHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
PUNO,TIRAPATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0
PUNO,USICAYOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0
PUNO,VILAVILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
PUNO,VILQUE CHICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0
SAN MARTIN,AWAJUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0
SAN MARTIN,BUENOS AIRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0
SAN MARTIN,CASPISAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
SAN MARTIN,CAYNARACHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4198.0
SAN MARTIN,HUALLAGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0
SAN MARTIN,JUAN GUERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0
SAN MARTIN,PAPAPLAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0
SAN MARTIN,PILLUANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
SAN MARTIN,POLVORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0
SAN MARTIN,POSIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
SAN MARTIN,SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
SAN MARTIN,SAN HILARION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
SAN MARTIN,SHAPAJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0
SAN MARTIN,SHUNTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
SAN MARTIN,TINGO DE SAPOSOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
SAN MARTIN,YANTALO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
SAN MARTIN,YURACYACU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0
TACNA,CAIRANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0
TACNA,CALANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0
TACNA,ESTIQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
TACNA,ILABAYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0
TACNA,QUILAHUANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0
TACNA,SITAJARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
UCAYALI,IPARIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0
UCAYALI,MASISEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
